sentence,학습용 분류,저희 개수
"사용하겠다는 재벌도 있었고 일본에서도 운당여관을 사들이겠다며 높은 금액을 제시했는데, 저희 설득을 듣고 고 박귀희선생께선 재벌이 제시한 10분의 1에도 못미치는",1.0,1
쌍용의 경우가 아니더라고 괜찮습니다. 陳 = 대개 비슷하지 않을까요. 저희 쌍용의 경우를 예로 들어 말씀드리지요. 여름철의 휴가 제도를 꼭,1.0,1
"까딱해 보였습니다. ""나도 따라갈게."" 영식이가 우줄우줄 어깨춤을 췄습니다. 성칠이네가 저희 집 뒤꼍 텃밭에 있는 자두나무 두 그루를 캐내게 된",0.0,1
"고 준절히 이르다가 그래도 저희들이며 옆엣사람들이 나서서 무얼 그러느냐고 권면은 할 테니까, 그때는 못",0.0,1
"아비의 일이 오로지 걱정인지라, 말을 꺼냈다. ""혹시 자수를 하면 저희 아비가 풀려나오겠는가 삼촌이 여쭈라고 하셨습니다."" 이방은 고개를 끄덕였다. ""선흥이가",1.0,1
"『소위 명동형으로서는 아주 순종(純種)이지만, 어머니 괜찮아요. 저희들은 이제 어머니와 아버지를 본받아서 행복한 가정 생활을 하겠읍니다.』",1.0,1
터인데 여기 잠시 누우십시오 누울 것도 없다. 곧 돌아가야지 저희 집에 오셨는데 약주 한 잔 아니 잡숫고 가신단 말씀입니까.,1.0,1
"전했사오니 어찌 중국에 복종할 마음이 없사오며, 까닭없이 조선을 유린하겠사옵니까? 저희 나라가 오랫동안 중국과 교통이 끊어졌으므로 여러 차례 조선에 교섭하와",1.0,1
"""언제 저희를 불러 주십니까.""",1.0,1
『안됩니다. 그것은 저희들의 불행을 의미하는 것이예요. 저도 어디서 사는 누구신지 성함이라도 알아,1.0,1
"살아 계시지요?"" ""예. 어머님은 돌아가셔서 대모를 얻어 드렸어요"" ""글쎄요. 저희 아버님에게도 그렇게 해드려야 하는것인데, 자식들이 능력이 없어 가지구......"" ""왜요?""",1.0,1
장형보의 손아귀를 벗어져 나올 그 일념만 가지고서 계봉이와 승재 저희들의 권면과 계획을 좇아 거사를 한다면은 물론 아무것도 뒤돌아볼 일은,0.0,1
줄 알았다. 그러나 명희는 더 이상의 관심을 보이지 않고 저희 패와 어울리러 갔다. 어느날 학교에서 돌아오는 길이었다. 유나는 여느,0.0,1
역력한 사내들을 향해 쐐기를 박듯이 허리를 굽혔다. “어서 오세요. 저희 낙원정을 찾아 주셔서 고맙습니다.” 그녀를 뒤따라 아가씨들이 깍듯이 허리를,1.0,1
자신이 가소로워져서 혼자 픽 웃었다. 지금은 부지런히 일도 잘하고 저희 살림이니까 신바람이 난다. 둘째하고 살 때 일이다. 잘 익은,1.0,1
"부끄럽습니다. 그러다가 마침 요전번에 여기 계신 향우회 어르신께서 우연히 저희 집에 들르셨다가 우리 어무니를 알아보셔서, 그때서야 비로소 제가 난",1.0,1
"마른 소령은 열중 쉬어 자세를 하고 ""저 면목이 없습니다만 저희 대대에서 탈영병이 하나,"" 어렵사리 몇 마디 꺼냈을 것 이다.",1.0,1
라스베가스 지배인은 신숙자에게 장 부장을 모시게 하였던 것이다. “부장님! 저희 업소 50명 아가씨 중에 아장 예쁘고 교양있는 아가씨입니다.” 장,1.0,1
"자기도 모르게 단도 자루에 손을 대었다. ""… 사반 단장님께서도 저희 왕님의 분부를 들으시면 기뻐하실 것입니다. 무엇보다도 양국(兩國) --그는 양국이라고",1.0,1
쉬는 날이라 할지라도 과음은 삼가하도록 엄격하게 통제하고 있지요. 그것은 저희 공장 직원만으로 외딴 곳에 집단 부락을 이루어 하나의 독립된,1.0,1
"저으며, ｢제게는 오래비들이 많이 있읍죠. 그애들에게 부탁해 두었더니 우선 저희 집에 모셨었사와요. 마마님은 돌아가시지 않구 얼마를 계시다 그저께 선종허셨읍지요｣",1.0,1
혹을 점점 더 붙이려고 덤비네.' '참 좋을 것 같애요. 저희 회사 광고에 한번 나오시면 좋겠어요. 윗사람에게 물어봐야겠지만요.' '미스 조가,1.0,1
하고 참 성실하다는 생각이 들어 좋은 느낌을 가졌다고. ‘오히려 저희 어머니가 광렬이 오빠를 다독여주며 위로를 많이 해주셨어요. 저더러는 신인때,1.0,1
"""흥, 내 자식 죽이면 저희들은 성할 줄 알고. 흥, 그놈들도 내 손에 좀 죽어야",0.0,1
"땅인데 누가 허락하던가요?"" ""저어, 파출소 소장님과 동사무소에서 양해를 해주었어요. 저희 주인이 병을 앓고, 살길이 없어서요, 살길이 ..."" ""..."" 직원은",1.0,1
『저희들이 죽는 것이 아버지 망신하시는 것만도 못합니까?』,1.0,1
"회사의 높으신 분 중의 한 분하고 연줄이 닿아, 그것도 저희 지도 교수와 학생처장이 우리가 운동권 학생이 아니라는 연대보증을 서고,",1.0,1
"지었다. ""좋습니다. 제가 맡은 일이니 힘닿는 데까지 해보겠습니다. 하지만 저희 연구가 스 프로그램으로 위협을 받고 있습니다. 그러니 그 프로그램의",1.0,1
"""오빠도 장관이란 이야기는 왜 안해요?"" 여성부장이 다그치듯 말했다. ""예. 저희 오빠는 공군장관인 팽인식씨 입니다."" ""또 다른 오빠는...."" ""예. 둘째",1.0,1
것이었다. 내 앞에서는 가장 심장이 강한 체하고 남자인 척하지만 저희 엄마 앞에 가면 그렇게 애기스러우니가...... 아내가 굳이 우겨서 신경정신과로,0.0,1
저희들끼리 좋아서 혼인을 한 것이니까 일평생 무엇이라 말 을 하지,0.0,1
""" 이은순이 마지못한 듯 고개를 끄덕거렸다. ""그리고... 이런 이야기 저희 남편이 알면 안돼요. 남편은 성격이 불같아요. "" ""염려 마세요.",1.0,1
도대체가 백성들의 삶의 이로움과 해로움에는 애초 관심도 없어서 드디어는 저희 끼리의 다툼에 그치는 게요. 그러니 중생의 뜻에 합당한 나라의,0.0,1
바로 자네 그 겉다르고 속 다른 가면 때문이야!｣ ｢천국이 저희 것임이라!｣ ｢이선생님이 사람을 잘못 보셨어요!｣ 박선생이 소리쳤다. 깜짝 놀라,0.0,1
"맞담배질을 하고, 남매간에 혼인을 하고, 뱀을 먹고 하는 왜인들이, 저희가 주인이랍시고서 교만을 부리고, 순사와 헌병은 칼바람에 조선 사람을 개",0.0,1
"『아버지, 저희들 공부시켜 주셔야지요.』",1.0,1
경애 할아버지는 처음부터 행복한 죽음을 맞을 수 없었던 사람이다. 저희 집으로 들어가던 경애가 빗속으로 뛰어나오는 것을 윤호는 보았다. 경애가,0.0,1
「허 정임씨의 보호자 되시죠? 급히 와 주셔야겠어요. 부인께서 방금 저희 병원에 입원하셨어요……」 허정임씨의 보호자……부인께서 입원……. 나는 담배를 빨며 중얼댔다.,1.0,1
보십시오. 새텃몰 놈들이 어느 새 긁어다가 저 모양 해놓고 저희 발들은 또 어느 참에 이렇게 고쳐 놓았는 것 좀,0.0,1
오빠의 말투를 흉내내어본다. 불현듯 어느 집 아이들이 힘을 합쳐 저희 아빠를 죽였다는 사건이 생각난 순간이었다. 정말 무서운 일이다. 하지만,0.0,1
그동안 국가 재건사업과 아울러 새마을 운동에 얼마나 노고가 많으십니까. 저희 본 새마을 쑈단은 면민들의 노고를 다소나마 풀어 드리기 위해서,1.0,1
하고 저희들끼리 허리를 구부려가며 웃는 모양인데 그 중 에는 담벼락이 아니라,0.0,1
"광주리를 들고 있었는데, 허준을 앞서 성큼성큼 걸으며 말했다. ""그곳은 저희 식구들이 약초 밭에 왔다가 밥을 해먹고 잠도 자고 하는",1.0,1
타고 촌민들이 학살될 적에 저 애는 관군에게 욕을 당하였읍니다. 저희 부부가 간신히 구명해 냈지요. 그 이후로 죽은 듯이 앓더니,1.0,1
"그러면 오늘이나 내일은 발정을 할 수 있겠읍니다. 이틀만 참아주시면 저희 둘의 목숨은 살아날 것 아닙니까."" ""정 네 뜻을 굽힐",1.0,1
"『대왕마마 저희 무리가 누구신 줄도 모르옵고, 이렇게 만 번 죽어도 아깝지",1.0,1
"그 분을 섬기십시오. 그러면_ 아기를 가지게 될 것입니다."" ""스님, 저희 집에 가서 누구를 섬기라는_ 말입니까?"" ""네. 신발을 거꾸로 신은",1.0,1
"놈, 언제 몇 시차로 떠나느냐고 정거장까지 배웅을 나가겠다는 놈, 저희끼리 쑥덕거리는 놈 해서 한참 요란하다.",0.0,1
"많으니까 천천히 얘기해요"" ""8살 때 였을 거예요. 그 때 저희 아버지는 동네 미용사와 바람이 났었어요. 아버지는 일요일만 되면 저를",1.0,1
"좌우 옆으로 아장인 듯한 여덟명의 장수가 총과 칼을 휘둘러 저희 대장을 호위해 싸우는데, 겁없고 다바진 품이 닳고 닳은 대갈",0.0,1
"거세어지는지 배가 조금씩 기우뚱거리는 게 몸으로 느껴졌다. ""안녕하십니까. 먼저, 저희 여객선을 이용하여 여행하시는 승객여러분께 감사의 말씀을 드리면서 한가지 당부말씀을",1.0,1
신경을 써서 마음에 성처받는 일은 하루속히 잊어버리시고 끈기와 인내로 저희 둘의 앞날을 내다보며 끝가지 참고 견디며 살기를 바라겠어요' 리라의,1.0,1
들은 바보 아들은 아버지의 유언은_ 따라야 하는 것이라고 믿고 저희 어머니를 틈만 나면 때렸습니다. 어머니는 남편한테 맞고 살아온 것도,1.0,1
"것도 없었다. 속 들여다뵈는 고자질이라고 비웃을지라도 상관없다고 생각했다. ""예, 저희 지역구에서 금마차 살롱이라는 술집을 하는 조현식이라는 불량배가 있는데…… 그",1.0,1
『운명이 저희들에게는 지나치게 악착했읍니다.』,1.0,1
"제대로 되고 있느냐가 의문인데, 저능아야 문제도 안된다는 식이지."" 실제로는 저희 집같이 저능아를 가진 가정에서 되도록 그 사실을 꺼리는 데도",1.0,1
우선 나부터가 쿠데타를 지지하지 않아. 군인들이 쿠데타를 일으킬 때는 저희 마음대로 일으켰지만 국민이 혁명정부를 지지하고 있지 않는 이상에는 쿠데타가,0.0,1
"나돌고 오른팔마저 잘려나간 마당에 이렇게 보신탕을 앞에 대하고 보니 저희 신세가 가련하기만 합니다."" 그러자 YS가 딱하다는 듯이 말했다. ""동지들!",1.0,1
떠나는 건 잘못되기 쉬운 거다!' 억쇠는 성필이가 멀-리 평양에서 저희 아버지와 자기를 쏘아보며 왜 멍청하니 앉았느냐고 소리를 지르는 것,0.0,1
"갖는 일이 어디 아내를 품에 안고 잠자리에 드는 일뿐이겠습니까. 저희 부부는 심지어 몸도 여태 섞지 못하였습니다."" 풍열이 소리를 내어",1.0,1
"다행이었어요. 소문이 나건 말건 상관없다면 다행할 것도 없지만.... 그날, 저희 집에서 나가신 후, 바로 그 집을 찾아가신 거죠? 그렇죠?'",1.0,1
"""괜찮습니다. 아직은 해가 중천에 떠 있습니다만 주무시고 가실 요량이라면 저희 집에서 쉬고 가십시오. 누추한 방을 괘념치 않으신다면......"" ""감사합니다."" 사내는",1.0,1
"소개 하겠읍니다. 이 분은 이선배 화백, 그리고 이 분은 저희 집의 고문변호사, 다년간 만주개발에 많은 힘을 쓰는 오상억(吳相億)군입니다.』",1.0,1
공항에 도착하오니 승객 여러분은 안전 벨트를 착용해 주시기 바랍니다. 저희 비행기를 이용해 주신 손님 여러분께 감사의 말씀 드리며 계속,1.0,1
"""부탁입니다."" ""그럼 어디서 만날까요?"" ""지금 계시는 곳이?"" ""여기는 독산동입니다. 저희 사무실로 오시겠습니까?"" ""그러지요. 사무실 위치를 설명해주시면."" 그는 정중하게 어떤",1.0,1
"쌀쌀합니다. 응달진 옥이네 집 앞은 바람이 더욱_ 찹니다. 옥이는 저희 집이 싫습니다. 옥이네 집은 햇볕이 들지 않기_ 때문에, 낮에도",0.0,1
힘들어요. 그리고 편견 때문에 인쇄소를 잡는 데도 애를 먹었죠. 저희 뜻을 이해하는 분들의 기부금을 받고 있는데 아직 그리 많지,1.0,1
"취직하기가 하늘의 별 따기라는 데 될성부르냐"" | 보다 못해 저희 아버지가 핀잔을 주면, 녀석은 픽 픽 웃으면서 대답했다. ""지성이면",0.0,1
"알맞은 지점에서 열어젖길 수 있지요. 본디 그 수로 공사를 저희 할아버지가 직접 감독해서 만들었으니깐요."" 이 말을 듣자 사반의 얼굴에는",1.0,1
"주차해 놨으니까 여기서 얼마 안돼."" ""그래됴, 그럼. 그리루 돌아가도 저희 아파트까지 5분 정도밖에 차이가 안 나요."" 우리는 어깨를 나란히",1.0,1
"맞터놓고 지내게 된 계제이자, 공교롭다 할는지, 동시에 가서 초봉이를 저희들의 사랑의 울타리 안으로 불러들인다는 문제가 생기고 본즉 승재로서는 더럭",0.0,1
이가 어디 있으랴마는 이 자들은 손가락 하나 까딱하지 않고 저희 부모의 끼친 재산으로 호강하고 지내는 까닭이나 한번깊이 생각해 보라.,0.0,1
"업종을 다루기 때문에 일반 제조업체처럼 덩치나 규모를 따지긴 어렵죠. 저희 회사의 자산이라면 사람들뿐이니까요."" ""네에... 그렇다면 직원은 어느 정도나 됩니까?""",1.0,1
"돈을 맡기고 갔는지 그 때 사정은 모를 뿐 아니라, 저희 주제에 목돈을 만들 것 같지도 않으니, 으례|상훈이에게서 나왔으리라고 믿는",0.0,1
돌아가고 싶다면 그건 우선 배가 고프기 때문입니다. 그리고 간밤에 저희 내무반에 한 동료가 맹장염에라도 걸린 듯 몹시 심하게 아파서,1.0,1
거에요 지금 어디 계신다구요? ...거기 알아요 바루 요 앞인데...... 저희 집이 어딘가하면... 아니 거기 계세요 제가 나갈께요 #39 길거리,1.0,1
"매놓은 다음 룩색을 짊어지며 말했다. 자, 가십시다. 조금만 올라가며 저희 별장이 있습니다. 거기 가서 조금 쉬었다 가죠. 제 요리",1.0,1
"가네."" 통인이 돌아서자, 모화는 객줏거리인 도선목으로 내려가는 것이 아니라, 저희 집이 있는 장텃거리를 겨냥하여 바쁜 행보를 떼어놓는 것이었다. 장옷자락에",0.0,1
가지에 앉은 까치가 깍깍 울었다. 아마도 진숙의 학교 배정이 저희 이모집 가까운데로 되려는가. 경주댁은 방을 나오려다가 다시 앉았다. 라디오,0.0,1
동행에게 다른 자리를 권하고 나서 혜영의 맞은편에 앉았다. 그럼 저희 집으로 오십시오. 무슨 마련이 될 때까지.. 혜영은 미소를 지었다.,1.0,1
